lyrics,title,url,artist,provider,match
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Sitting here in Avalon, looking at the pouring rain<br>
Summertime has come and gone and everybody's home again.<br>
Closing down for the season, I found the last of the souvenirs.<br>
I can still taste the wedding cake and it's sweet after all these years.<br>
<br>
These are the last words I have to say<br>
That's why this took so long to write.<br>
There will be other words some other day<br>
But that's the story of my life.<br>
<br>
There's Comfort in my coffee cup and apples in the early fall<br>
They're pulling all the moorings up and gathering at the Legion Hall.<br>
They swept away all the streamers after the Labor Day parade.<br>
Nothing left for a dreamer now, only one final serenade.<br>
<br>
And these are the last words I have to say<br>
Before another age goes by.<br>
With all those other songs I'll have to play<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
But that's the story of my life.<br>
<br>
And it's so clear standing here where I am.<br>
Ain't that what justice is for?<br>
Frankly, my dear, I don't give a damn anymore.<br>
<br>
Stack the chairs on the table tops<br>
Hang the sheets on the chandeliers<br>
It slows down but it never stops<br>
Ain't it sweet after all these years<br>
<br>
And these are the last words I have to say<br>
It's always hard to say goodbye!<br>
But now it's time to put this book away<br>
Ain't that the story of my life?<br></p>",Famous Last Words,http://www.songlyrics.com/billy-joel/famous-last-words-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Roberta, you say you know me<br>
But I see only what you're paid to show me <br>
Oh, I wish you had the time <br>
Oh, I wish you had the time <br>
 <br>
Oh, Roberta, I understand you<br>
I know you need to move in other circles too; <br>
It's tough for me, it's tough for you<br>
<br>
Roberta, how I've adored you <br>
I'd ask you over but I can't afford you<br>
Oh, I wish you'd take the time <br>
Oh, I wish you'd take the time <br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
Oh, Roberta, the night goes slowly<br>
I know you're workin' but you must get lonely too; <br>
It's tough for me, ah, it's tough for you<br>
<br>
And I'm in a bad way and wanna make love to you, ooh, ooh <br>
<br>
Oh, I wish you had the time<br>
Oh, I wish you had the time<br>
Oh, Roberta, I really need you <br>
But I suppose that my small change won't see you through; <br>
It's tough for me, ah, it's tough for you<br></p>",Roberta,http://www.songlyrics.com/billy-joel/roberta-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">I've been watching you waltz all night Diane<br>
Nobody's found a way behind your defenses<br>
They never notice the zap gun in your hand<br>
Until you're pointing it and stunning their senses<br>
<br>
All night long, all night long<br>
You'll shoot 'em down because you're waiting for somebody good to come on<br>
All night long, all night long<br>
But you'll be sleeping with the television on<br>
<br>
You say you're looking for someone solid here<br>
You can't be bothered with those `just for the night' boys<br>
Tonight unless you take some kind of chances dear<br>
Tomorrow morning you'll wake up with the white noise<br>
<br>
All night long, all night long<br>
You're only standing there 'cause somebody once did somebody wrong<br>
All night long, all night long<br>
But you'll be sleeping with the television on<br>
<br>
Your eyes are saying talk to me, talk to me<br>
But your attitude is ""don't waste my time""<br>
Your eyes are saying talk to me, talk to me<br>
But you won't hear a word 'cause it just might be the same old line<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
This isn't easy for me to say Diane<br>
I know you don't need anybody's protection<br>
I really wish I was less of a thinking man<br>
And more a fool who's not afraid of rejection<br>
<br>
All night long, all night long<br>
I'll just be standing here 'cause I know I don't have the guts to come on<br>
All night long, all night long<br>
And I'll be sleeping with the television on<br>
<br>
Your eyes are saying talk to me, talk to me<br>
But my attitude is ""boy, don't waste your time""<br>
Your eyes are saying talk to me, talk to me<br>
But I won't say a word 'cause it just might be somebody else's same old line<br>
<br>
All night long, all night long<br>
We're only standing here 'cause somebody might do somebody wrong<br>
All night long, all night long<br>
And we'll be sleeping with the television on<br>
Sleeping with the television on<br>
Sleeping with the television on<br></p>",Sleeping With The Television On,http://www.songlyrics.com/billy-joel/sleeping-with-the-television-on-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">In the middle of the night<br>
I go walking in my sleep<br>
From the mountains of faith<br>
To a river so deep<br>
I must be looking for something<br>
Something sacred I lost<br>
But the river is wide<br>
And it's too hard to cross<br>
<br>
And even though I know the river is wide<br>
I walk down every evening and I stand on the shore<br>
And try to cross to the opposite side<br>
So I can finally find out what I've been looking for<br>
<br>
In the middle of the night<br>
I go walking in my sleep<br>
Through the valley of fear<br>
To a river so deep<br>
And I've been searching for something<br>
Taken out of my soul<br>
Something I would never lose<br>
Something somebody stole<br>
<br>
I don't know why I go walking at night<br>
But now I'm tired and I don't want to walk anymore<br>
I hope it doesn't take the rest of my life<br>
Until I find what it is that I've been looking for<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
In the middle of the night<br>
I go walking in my sleep<br>
Through the jungle of doubt<br>
To a river so deep<br>
I know I'm searching for something<br>
Something so undefined<br>
That it can only be seen<br>
By the eyes of the blind<br>
In the middle of the night<br>
<br>
I'm not sure about a life after this<br>
God knows I've never been a spiritual man<br>
Baptized by the fire, I wade into the river<br>
That runs to the promised land<br>
<br>
In the middle of the night<br>
I go walking in my sleep<br>
Though the desert of truth<br>
To the river so deep<br>
We all end in the ocean<br>
We all start in the streams<br>
We're all carried along<br>
By the river of dreams<br>
In the middle of the night<br></p>",The River of Dreams,http://www.songlyrics.com/billy-joel/the-river-of-dreams-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">(Instrumental)<br></p>",Root Beer Rag,http://www.songlyrics.com/billy-joel/root-beer-rag-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">If it seems like I've been lost <br>
In let's remember <br>
If you think I'm feeling older <br>
And missing my younger days <br>
Oh, then you should have known <br>
Me much better <br>
Cause my past is something that never <br>
Got in my way <br>
Oh no <br>
<br>
Still I would not be here now <br>
If I never had the hunger <br>
And I'm not ashamed to say <br>
The wild boys were my friends <br>
Oh <br>
Cause I never felt the desire <br>
'Til their music set me on fire <br>
And then I was saved, yeah <br>
That's why I'm keeping the faith <br>
Yeah, yeah, yeah, yeah <br>
Keeping the faith <br>
<br>
We wore matador boots <br>
Only Flagg Brothers had them with the Cuban heel <br>
Iridescent socks with the same color shirt <br>
And a tight pair of chinos <br>
Oh <br>
I put on my shark skin jacket <br>
You know the kind with the velvet collar <br>
And ditty-bop shades <br>
Oh yeah <br>
I took a fresh pack of Luckies <br>
And a mint called Sen-Sen <br>
My old man's Trojans <br>
And his Old Spice after shave <br>
Oh <br>
Combed my hair in a pompadour <br>
Like the rest of the Romeos wore <br>
A permanent wave <br>
Yeah <br>
We were keeping the faith <br>
Yeah, yeah, yeah, yeah <br>
Keeping the faith <br>
<br>
You can get just so much <br>
From a good thing <br>
You can linger too long <br>
In your dreams <br>
Say goodbye to the <br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
Oldies but goodies <br>
Cause the good ole days weren't <br>
Always good <br>
And tomorrow ain't as bad as it seems <br>
<br>
Learned stickball as a formal education <br>
Lost a lot of fights <br>
But it taught me how to lose O.K. <br>
Oh <br>
I heard about sex <br>
But not enough <br>
I found you could dance <br>
And still look tough anyway <br>
Oh yes I did <br>
I found out a man ain't just being macho <br>
Ate an awful lot of late night drive-in food <br>
Drank a lot of take-home pay <br>
I thought I was the Duke of Earl <br>
When I made it with a red-haired girl <br>
In the Chevrolet <br>
Oh yeah <br>
We were keeping the faith <br>
Yeah, yeah, yeah, yeah <br>
Keeping the faith <br>
<br>
You know the good ole days weren't <br>
Always good <br>
And tomorrow ain't as bad as it seems <br>
<br>
Now I told you my reasons <br>
For the whole revival <br>
Now I'm going outside to have <br>
An ice cold beer in the shade <br>
Oh <br>
I'm going to listen to my 45's <br>
Ain't it wonderful to be alive <br>
When the rock 'n' roll plays <br>
Yeah <br>
When the memory stays <br>
Yeah <br>
I'm keeping the faith <br>
Yeah, yeah, yeah, yeah <br>
Keeping the faith <br>
I'm keeping the faith <br>
Yes I am<br></p>",Keeping The Faith,http://www.songlyrics.com/billy-joel/keeping-the-faith-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Don't go changing to try and please me<br>
You never let me down before<br>
Don't imagine you're too familiar<br>
And I don't see you anymore<br>
<br>
I would not leave you in times of trouble<br>
We never could have come this far<br>
I took the good times, I'll take the bad times<br>
I take you just the way you are<br>
<br>
I need to know that you will always be<br>
The same old someone that I knew<br>
Ah, what will it take till you believe in me?<br>
The way that I believe in you?<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
<br>
I said I love you and that's forever<br>
And this I promise from the heart<br>
I could not love you any better<br>
I love you just the way you are<br>
<br>
I don't want clever conversation<br>
I never want to work that hard<br>
I just want someone that I can talk to<br>
I want you just the way you are<br></p>",Just the Way You Are,http://www.songlyrics.com/billy-joel/just-the-way-you-are-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">She waits for me at night, she waits for me in silence<br>
She gives me all her tenderness and takes away my pain<br>
And so far she hasn't run, though I swear she's had her moments<br>
She still believes in miracles while others cry in vain<br>
<br>
It's all about soul<br>
It's all about faith and a deeper devotion<br>
It's all about soul<br>
'Cause under the love it is a stronger emotion<br>
<br>
She's got to be strong<br>
'Cause so many things getting out of control<br>
Should drive her away, so why does she stay?<br>
It's all about soul<br>
<br>
She turns to me sometimes and she asks me what I'm dreaming<br>
And I realize I must have gone a million miles away<br>
And I ask her how she knew to reach out for me at that moment<br>
And she smiles because it's understood there are no words to say<br>
<br>
It's all about soul<br>
It's all about knowing what someone is feeling<br>
The woman's got soul<br>
The power of love and the power of healing<br>
<br>
This life isn't fair<br>
It's gonna get dark, it's gonna get cold<br>
You gotta get tough but that ain't enough<br>
It's all about soul<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
It's all about soul<br>
Yes, it is<br>
It's all about soul<br>
<br>
There are people who have lost every trace of human kindness<br>
There are many who have fallen, there are some who still survive<br>
As she comes to me at night and she tells me her desires<br>
And she gives me all the love I need to keep my faith alive<br>
<br>
It's all about soul<br>
It's all about joy that comes out of sorrow<br>
It's all about soul<br>
Who's standing now, who's standing tomorrow<br>
<br>
You've got to be hard<br>
As hard as the rock in that old rock 'n' roll<br>
But that's only part, you know in your heart<br>
It's all about soul<br>
<br>
It's all about soul<br>
Yes, it is<br>
All about soul<br>
Yes, it is<br>
All about soul<br>
Yes, it is<br>
It's all about soul<br></p>",All About Soul,http://www.songlyrics.com/billy-joel/all-about-soul-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Some days when I'm far away<br>
In a lonely room in a cold seclusion<br>
Some nights when I'm wound so tight<br>
There is no release, there is no solution<br>
In hell there's a big hotel<br>
Where the bar just closed and the windows never opened<br>
No phone so you can't call home<br>
And the TV works, but the clicker is broken<br>
But in the darkness I see your light turned on<br>
You know my weakness, you know how I respond to<br>
<br>
CHORUS<br>
Blonde over blue<br>
Your hands are cold, your eyes are fire<br>
Blonde over blue<br>
They shine as though you're burning inside<br>
One word from you is all I need to be inspired<br>
Blonde over blue<br>
I need your inspiration tonight<br>
<br>
These days there's a million ways<br>
To be pulled and torn, to be misdirected<br>
These times there are sins and crimes<br>
On the morning shows for the disconnected<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
I look and I write my book<br>
And I walk away with the wrong impressions<br>
I don't care 'cause I've done my share<br>
And I need some time for my own obsessions<br>
It doesn't matter, I've let that life go by<br>
It's been forgotten 'cause all I wanted was you<br>
<br>
CHORUS<br>
<br>
These days not a damn soul prays<br>
ANd there is no faith 'cause there's nothing to believe in<br>
THese days only good luck pays<br>
If we don't get paid then we try to get even<br>
I look and I write my book<br>
And I have my say and I draw conclusions<br>
Some nights when I'm wound so tight<br>
There is no release, there is no solution<br>
But in the darkness I see your light turned on<br>
You know my weakness, you know how I respond to<br>
<br>
CHORUS<br></p>",Blonde Over Blue,http://www.songlyrics.com/billy-joel/blonde-over-blue-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">I never ask you where you go<br>
After I leave you in the morning<br>
We go our different ways to seperate situations<br>
It's not that easy anymore<br>
<br>
Today I do what must be done<br>
I give my  time to total strangers<br>
But now it feels as though the day goes on forever<br>
MOre than it ever did before<br>
<br>
CHORUS<br>
Until the night, until the night<br>
I just might make it<br>
Until the night, until the night<br>
When I see you again<br>
<br>
Now you're afraid that we have changed<br>
And I'm afraid we're getting older<br>
so many broken hearts, so many lonely faces<br>
so many lovers come and gone<br>
<br>
I'll have my fears like every man<br>
You'll have your tears like every woman<br>
Today we'll be unsure, is this what we believe in<br>
And wonder how can we go on<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
CHORUS<br>
<br>
When the sun goes down<br>
And the day is over<br>
When the last of the light has gone<br>
As they pour into the street<br>
I will be getting closer<br>
As the cars turn  their headlights on<br>
While they're closing it down<br>
We're gonna open it up<br>
And while they're going to sleep<br>
We'll just be starting to touch<br>
I'm just beginning to feel<br>
I'm just beginning to give<br>
I'm just beginning to feel<br>
I'm just beginning to live<br>
Before I leave you again<br>
Before the light of the dawn<br>
Before this evening can end<br>
I have been waiting so long<br>
<br>
CHORUS<br></p>",Until The Night,http://www.songlyrics.com/billy-joel/until-the-night-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">You have to learn to pace yourself <br>
Pressure <br>
You're just like everybody else <br>
Pressure <br>
You've only had to run so far <br>
So good <br>
But you will come to a place <br>
Where the only thing you feel <br>
Are loaded guns in your face <br>
And you'll have to deal with <br>
Pressure <br>
You used to call me paranoid <br>
Pressure <br>
But even you can not avoid <br>
Pressure <br>
You turned the tap dance into your crusade <br>
Now here you are with your faith <br>
And your Peter Pan advice <br>
You have no scars on your face <br>
And you cannot handle pressure <br>
All grown up and no place to go <br>
Psych 1, Psych 2 <br>
What do you know? <br>
All your life is Channel 13 <br>
Sesame Street <br>
What does it mean? <br>
Pressure <br>
Pressure <br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
Don't ask for help <br>
You're all alone <br>
Pressure <br>
You'll have to answer <br>
To your own <br>
Pressure <br>
I'm sure you'll have some cosmic rationale <br>
But here you are in the ninth <br>
Two men out and three men on <br>
Nowhere to look but inside <br>
Where we all respond to <br>
Pressure <br>
Pressure <br>
All your life is Time Magazine <br>
I read it too <br>
What does it mean? <br>
Pressure <br>
I'm sure you'll have some cosmic rationale <br>
But here you are with your faith <br>
And your Peter Pan advice <br>
You have no scars on your face <br>
And you cannot handle pressure <br>
Pressure, pressure <br>
One, two, three, four <br>
Pressure<br></p>",Pressure,http://www.songlyrics.com/billy-joel/pressure-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Harry Truman, Doris Day, Red China, Johnnie Ray <br>
South Pacific, Walter Winchell, Joe DiMaggio <br>
<br>
Joe McCarthy, Richard Nixon, Studebaker, television <br>
North Korea, South Korea, Marilyn Monroe <br>
<br>
Rosenbergs, H-bomb, Sugar Ray, Panmunjom <br>
Brando, ""The King and I"" and ""The Catcher in the Rye"" <br>
<br>
Eisenhower, vaccine, England's got a new queen <br>
Marciano, Liberace, Santayana goodbye <br>
<br>
CHORUS <br>
We didn't start the fire <br>
It was always burning <br>
Since the world's been turning <br>
We didn't start the fire <br>
No we didn't light it <br>
But we tried to fight it <br>
<br>
Joseph Stalin, Malenkov, Nasser aand Prokofiev <br>
Rockefeller, Campanella, Communist Bloc <br>
<br>
Roy hn, Juan Peron, Toscanini, dacron <br>
Dien Bien Phu falls, ""Rock Around the Clock"" <br>
<br>
Einstein, James Dean, Brooklyn's got a winning team <br>
Davy Crockett, Peter Pan, Elvis Presley, Disneyland <br>
<br>
Bardot, Budapest, Alabama, Krushchev <br>
Princess Grace, ""Peyton Place"", trouble in the Suez <br>
<br>
CHORUS <br>
<br>
Little Rock, Pasternak, Mickey Mantle, Kerouac <br>
Sputnik, Chou En-Lai, ""Bridge on the River Kwai"" <br>
<br>
Lebanon, Charlse de Gaulle, California baseball <br>
Starkweather, homicide, children of thalidomide <br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
<br>
Buddy Holly, ""Ben Hur"", space monkey, Mafia <br>
Hula hoops, Castro, Edsel is a no-go <br>
<br>
U-2, Syngman Rhee, payola and Kennedy <br>
Chubby Checker, ""Psycho"", Belgians in the Congo <br>
<br>
CHORUS <br>
<br>
Hemingway, Eichmann, ""Stranger in a Strange Land"" <br>
Dylan, Berlin, Bay of Pigs invasion <br>
<br>
""Lawrence of Arabia"", British Beatlemania <br>
Ole Miss, John Glenn, Liston beats Patterson <br>
<br>
Pope Paul, Malcolm X, British politician sex <br>
JFK, blown away, what else do I have to say <br>
<br>
CHORUS <br>
<br>
Birth control, Ho Chi Minh, Richard Nixon back again <br>
Moonshot, Woodsto/ck/, Watergate, punk rock <br>
Begin, Reagan, Palestine, terror on the airline <br>
Ayatollah's in Iran, Russians in Afghanistan <br>
<br>
""Wheel of Fortune"", Sally Ride, heavy metal, suicide <br>
Foreign debts, homeless vets, AIDS, crack, Bernie Goetz <br>
Hypodermics on the shores, China's under martial law <br>
Rock and roller cola wars, I can't take it anymore <br>
<br>
CHORUS <br>
<br>
We didn't start the fire <br>
But when we are gone <br>
Will it still burn on, and on, and on, and on...<br></p>",We Didn't Start The Fire,http://www.songlyrics.com/billy-joel/we-didn-t-start-the-fire-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">I am the entertainer, and I know just where I stand,<br>
Another serenader and another long-haired band<br>
Today I am your champion, I may have won your hearts<br>
But I know the game you'll forget my name<br>
And I won't be here in another year<br>
If I don't stay on the charts<br>
<br>
I am the entertainer and I've had to  pay my price,<br>
The things I did not know at first I learned by doing twice<br>
But still they come to haunt me,<br>
Still they want their say,<br>
<br>
So I've learned to dance with a hand in my pants<br>
I let 'em rub my neck and I write 'em a check<br>
And they go their merry way<br>
<br>
I am the entertainer, been all around the world,<br>
I've played all kinds of palaces and laid all kinds of girls<br>
I can't remember faces, I don't remember names,<br>
But what the hell, you know it's just as well<br>
'Cause after a while and a thousand miles<br>
It all becomes the same<br>
<br>
I am the entertainer, I bring to you my songs,<br>
I'd like to spend a day or two, but I can't stay that long<br>
I got to meet expenses, I got to stay in line,<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
Got to get those fees to the agencies<br>
And I'd love to stay but there's bills to pay<br>
So I just don't have the time<br>
<br>
I am the entertainer, I've come to do my show,<br>
You've heard my latest record, it's been on the radio<br>
It took me years to write it, they were the best years of my life,<br>
It was a beautiful song, but it ran too long<br>
If you're gonna have a hit you gotta make it fit<br>
So they cut it down to 3:05<br>
<br>
I am the entertainer, the idol of my age,<br>
I make all kinds of money when I go on the stage<br>
You see me in the papers, I've been in the magazines,<br>
But if I go cold, I won't get sold,<br>
I get put in the back in a discount rack<br>
Like another can of beans<br>
<br>
I am the entertainer and I know just where I stand,<br>
Another serenader and another long-haired band<br>
Today I am your champion, I may have won your hearts,<br>
But I know the game, you'll forget my name,<br>
I won't be here in another year If I don't stay on the charts<br></p>",Entertainer,http://www.songlyrics.com/billy-joel/entertainer-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Billy Joel<br>
Miscellaneous<br>
She's got a way about her<br>
She's got a way about her<br>
I don't know what it is<br>
But I know that I can't live without her<br>
<br>
She's got a way of pleasin'<br>
I don't know what it is<br>
But there doesn't have to be a reason<br>
Anyway<br>
<br>
She's got a smile that heals me<br>
I don't know why it is<br>
But I have to laugh when she reveals me<br>
<br>
She's got a way of talkin'<br>
I don't know what it is<br>
But it lifts me up when we are walkin'<br>
Anywhere<br>
<br>
She comes to me when I'm feelin' down<br>
Inspires me without a sound<br>
She touches me and I get turned around<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
She's got a way of showin'<br>
How I make her feel<br>
And I find the strength to keep on goin'<br>
<br>
She's got a light around her<br>
And everywhere she goes<br>
A million dreams of love surround her<br>
Everywhere<br>
<br>
She comes to me when I'm feelin' down<br>
Inspires me without a sound<br>
She touches me and I get turned around<br>
<br>
She's got a smile that heals me<br>
I don't know why it is<br>
But I have to laugh when she reveals me<br>
<br>
She's got a way about her<br>
I don't know what it is<br>
But I know that I can't live without her<br>
Anyway<br></p>",She's got a way about her,http://www.songlyrics.com/billy-joel/she-s-got-a-way-about-her-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Hey girl! I want you to know<br>
I'm gonna miss you so much if you go<br>
And hey girl! I tell you no lie<br>
Something deep inside of me is going to die<br>
If you say so long, if you say goodbye<br>
<br>
Hey girl! This can't be true<br>
How am I supposed to exist without you?<br>
And hey girl! Now don't put me on<br>
What's gonna happen to me when you're gone?<br>
How will I live? How can I go on? Hey girl<br>
<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
Hey girl! Now sit yourself down<br>
I'm not ashamed to get down on the ground<br>
And then beg you to stay<br>
Don't, don't go away, hey girl<br>
No, no, don't go away, hey girl<br>
Oh no please, don't go away, hey girl<br>
Don't go away, hey girl<br>
Oh no, don't go away<br></p>",Hey Girl,http://www.songlyrics.com/billy-joel/hey-girl-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">Oh, sweet lady, runnin' like a stream <br>
You don't look back because you know your hands are clean <br>
You make believe the past was just a dream <br>
You make believe the past was just a dream <br>
 <br>
Turn around, turn around <br>
And I will sing for you a song <br>
I don't know where you been <br>
But you've been gone too long <br>
 <br>
Oh, Elisa, you must begin again <br>
And all the roads that you have walked are comin' to an end <br>
I was your lover but I thought I was your friend <br>
I loved you but I thought I was your friend <br>
 <br>
Turn around, turn around <br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
And I will sing for you a song <br>
I don't know where you been <br>
But you've been gone too long <br>
 <br>
Oh, sweet lady, stand beside the sea <br>
Maybe you will find a little time to think of me <br>
Won't you please remember what I tried so hard to be <br>
Yeah, remember what I tried so hard to be <br>
  <br>
So turn around, turn around <br>
And I will sing for you a song<br>
And I don't know where you been <br>
But you've been gone too long<br></p>",Turn Around,http://www.songlyrics.com/billy-joel/turn-around-lyrics/,Billy Joel,songlyrics,
"<p id=""songLyricsDiv"" class=""songLyricsV14 iComment-text"">I am the entertainer<br>
And I know just where I stand<br>
Another serenader<br>
And another long-haired band<br>
Today I am your champion<br>
I may have won your hearts<br>
But I know the game, you'll forget my name<br>
And I won't be here in another year<br>
If I don't stay on the charts<br>
<br>
I am the entertainer<br>
And I've had to pay my price<br>
The things I did not know at first<br>
I learned by doin' twice<br>
Ah, but still they come to haunt me<br>
Still they want their say<br>
So I've learned to dance with a hand in my pants<br>
I let 'em rub my neck and I write 'em a check<br>
And they go their merry way<br>
<br>
I am the entertainer<br>
Been all around the world<br>
I've played all kinds of palaces<br>
And laid all kinds of girls<br>
I can't remember faces<br>
I don't remember names<br>
Ah, but what the hell<br>
You know it's just as well<br>
'Cause after a while and a thousand miles<br>
It all becomes the same<br>
<br>
I am the entertainer<br>
I bring to you my songs<br>
I'd like to spend a day or two<br>
I can't stay that long<br>
No, I've got to meet expenses<br>
I got to stay in line<br>
Gotta get those fees to the agencies<br><img src=""http://static.urx.io/units/web/urx-unit-loader.gif"" style=""display:none;"" onload=""var a=document.createElement('script');a.setAttribute('src','https://static.urx.io/units/web/728893b3-309e-424e-99c8-2213c9ddd1b0.min.js'),this.parentNode.insertBefore(a,this);""><br>
And I'd love to stay but there's bills to pay<br>
So I just don't have the time<br>
<br>
I am the entertainer<br>
I come to do my show<br>
You've heard my latest record<br>
It's been on the radio<br>
Ah, it took me years to write it<br>
They were the best years of my life<br>
It was a beautiful song<br>
But it ran too long<br>
If you're gonna have a hit<br>
You gotta make it fit<br>
So they cut it down to 3:05<br>
<br>
I am the entertainer<br>
The idol of my age<br>
I make all kinds of money<br>
When I go on the stage<br>
Ah, you've seen me in the papers<br>
I've been in the magazines<br>
But if I go cold I won't get sold<br>
I'll get put in the back in the discount rack<br>
Like another can of beans<br>
<br>
I am the entertainer<br>
And I know just where I stand<br>
Another serenader<br>
And another long-haired band<br>
Today I am your champion<br>
I may have won your hearts<br>
But I know the game, you'll forget my name<br>
I won't be here in another year<br>
If I don't stay on the charts<br></p>",The Entertainer,http://www.songlyrics.com/billy-joel/the-entertainer-lyrics/,Billy Joel,songlyrics,
