lyrics,title,url,artist,provider,match
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind?

The other day I saw you
As I walked along the road
But when I saw him with you
I could feel my future fold
It's so easy for a girl like you to lie
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind?

I met you in the morning
Waiting for the tides of time
But now the tide is turning
I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?

I used to think of no one else
But you were just the same
You didn't even think of me
As someone with a name
Did you mean to break my heart and watch me die?
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind?</pre>",What Goes On [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547819,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind

The other day I saw you
As I walked along the road
But when I saw him with you
I could feel my future fold
It's so easy for a girl like you to lie
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind

I met you in the morning
waiting for the tides of time
But now the tide is turning
I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?

I used to think of no on else
But you were just the same
You didn't even think of me
As someone with a name
Did you mean to break my heart and watch me die
Tell me why

What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind
In your mind
In your mind</pre>",What Goes On [Mono Version],http://www.lyrics.net/lyric/17547805,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">I've got a word or two
To say about the things that you do
You're telling all those lies
About the good things that we can have
If we close our eyes

Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you

I left you far behind
The ruins of the life that you had in mind
And though you still can't see
I know your mind's made up
You're gonna cause more misery

Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you

Although your mind's opaque
Try thinking more if just for your own sake
The future still looks good
And you've got time to rectify
All the things that you should

Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you

Do what you want to do
And go where you're going to
Think for yourself
Cause I won't be there with you
Think for yourself
Cause I won't be there with you</pre>",Think for Yourself [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547816,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">If you let me take your heart I will prove to you
We will never be apart if I'm part of you
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me

Big and black the clouds may be, time will pass away
If you put your trust in me I'll make bright your day
Look into these eyes now, tell me what you see
Don't you realise now, what you see is me
Tell me what you see

Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me
Tell me what you see

Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see
It is no surprise now, what you see is me</pre>",Tell Me What You See [Mono Version],http://www.lyrics.net/lyric/17547780,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">You say you will love me
If I have to go.
You'll be thinking of me,
Somehow I will know.
Someday when I'm lonely,
Wishing you weren't so far away,
Then I will remember
The things we said today.
You say you'll be mine, girl,
Until the end of time.
These days such a kind girl
Seems so hard to find.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today.
Me, I'm just the lucky kind.
Love to hear you say that love is luck.
And, though we may be blind,
Love is here to stay. And that's enough
To make you mine, girl,
Be the only one.
Love me all the time, girl.
We'll go on and on.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today.
Love me all the time, girl.
We'll go on and on.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today.</pre>",Things We Said Today [Mono Version],http://www.lyrics.net/lyric/17547752,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">There, there's a place 
Where I can go 
When I feel low 
When I feel blue 
And it's my mind 
And there's time 
When I'm alone 
I think of you 
The things you do 
Go round my head 
The things you've said 

Like I love only you 
In my mind there's no sorrow 
Don't you know that it's so 
There'll be no sad tomorrow 
Don't you know that it's so 

There, there's a place 
Where I can go 
When I feel low 
When I feel blue 
And it's my mind 
And there's time 
When I'm alone 
There's a place 
There's a place</pre>",There's a Place [Mono Version],http://www.lyrics.net/lyric/17547727,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Well, come on pretty baby, won't you walk with me?
Come on, pretty baby, won't you talk with me? 
Come on pretty baby, give me one more chance. 
Try to save our romance! 

Slow down, baby, now you're movin' way too fast. 
You gotta gimme little lovin', gimme little lovin', 
Ow! if you want our love to last. 

Well, I used to walk you home, baby, after school, 
Carry your books home, too. 
But now you got a boyfriend down the street, 
Baby what you're tryin' to do? 

You better slow down! 
Baby, now you're movin' way too fast. 
You gotta gimme little lovin', gimme little lovin', 
Bbbbb! if you want our love to last. 

Well you know that I love you, tell the world I do. 
Come on, pretty baby, why can't you be true? 
I need your baby, oh so bad, 
The best little woman I ever had

Slow down, baby, now you're movin' way too fast. 
You gotta gimme little lovin', gimme little lovin', 
Ow! if you want our love to last.</pre>",Slow Down [Mono Version],http://www.lyrics.net/lyric/17547905,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Tell me why you cried, and why you lied to me,
Tell me why you cried, and why you lied to me.

Well I gave you ev'rything I had,
But you left me sitting on my own,
Did you have to treat me oh so bad,
All I do is hang my head and moan.

Tell me why you cried, and why you lied to me,
Tell me why you cried, and why you lied to me.

If there's something I have said or done,
Tell me what and I'll apologize,
If you don't really can't go on,
Holding back these tears in my eyes.

Tell me why you cried, and why you lied to me,
Tell me why you cried, and why you lied to me.

Well I beg you on my bended knees,
If you'll only listen to my pleas,
Is there anything I can do,
'Cause I really can't stand it, I'm so in love with you.

Tell me why you cried, and why you lied to me.</pre>",Tell Me Why [Mono Version],http://www.lyrics.net/lyric/17547748,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Oh, oh,
You've been good to me,
You made me glad
When I was blue,
And eternally I'll always be
In love with you,
And all I gotta do
Is thank you girl, thank you girl.

I could tell the world
A thing or two about our love,
I know little girl,
Only a fool would doubt our love,
And all I gotta do
Is thank you girl, thank you girl.

Thank you girl for loving me
The way that you do, (way that you do),
That's the kind of love
That is too good to be true,
And all I gotta do
Is thank you girl, thank you girl.

Oh, oh,
You've been good to me,
You made me glad
When I was blue,
And eternally I'll always be
In love with you,
And all I gotta do
Is thank you girl, thank you girl.
Oh, oh.</pre>",Thank You Girl [Mono Version],http://www.lyrics.net/lyric/17547896,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">If you let me take your heart I will prove to you,
We will never be apart if I'm part of you.
Open up your eyes now, tell me what you see.
It is no surprise now, what you see is me.
Big and black the clouds may be, time will pass away.
If you put your trust in me I'll make bright your day.
Look into these eyes now, tell me what you see.
Don't you realize now, what you see is me.
Tell me what you see.
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see.
It is no surprise now, what you see is me.
Tell me what you see.
Listen to me one more time, how can I get through?
Can't you try to see that I'm trying to get to you?
Open up your eyes now, tell me what you see.
It is no surprise now, what you see is me.</pre>",Tell Me What You See [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547794,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">She said I know what it's like to be dead
I know what it is to be sad
And she's making me feel like I've never been born. 

I said ""Who put all those things in your hair
Things that make me feel that I'm mad
And you're making me feel like I've never been born."" 

She said ""you don't understand what I said""
I said ""No, no, no, you're wrong""
When I was a boy everything was right
Everything was right 

I said ""Even though you know what you know
I know that I'm ready to leave
Cause you're making me feel like I've never been born."" 

She said ""you don't understand what I said""
I said ""No, no, no, you're wrong""
When I was a boy everything was right
Everything was right 

I said ""Even though you know what you know
I know that I'm ready to leave
Cause you're making me feel like I've never been born."" 

She said I know what it's like to be dead
I know what it is to be sad...</pre>",She Said She Said [Mono Version],http://www.lyrics.net/lyric/17547832,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">My love don't give me presents 
I know that she's no peasant 
Only ever has to give me 
Love forever and forever 
My love don't give me presents 

Turn me on when I get lonely 
People tell me that she's only fooling 
I know she isn't 

She don't give boys the eye 
She hates to see me cry 
She is happy just to hear me 
Say that I will never leave her 
She don't give boys the eye 

She will never make me jealous 
Gives me all her time as well as loving 
Don't ask me why 

She's a woman who understands 
She's a woman who loves her man 

My love don't give me presents 
I know that she's no peasant 
Only ever has to give me 
Love forever and forever 
My love don't give me presents 

Turn me on when I get lonely 
People tell me that she's only fooling 
I know she isn't 
Woo oo oo, woo 

She's a woman who understands 
She's a woman who loves her man 

She don't give boys the eye 
She hates to see me cry 
She is happy just to hear me 
Say that I will never leave her 
She don't give boys the eye 

She will never make me jealous 
Gives me all her time as well as loving 
Don't ask me why 

She's a woman, she's a woman 
She's a woman, she's a woman 
She's a woman</pre>",She's a Woman [Mono Version],http://www.lyrics.net/lyric/17547908,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">It was twenty years ago today,
Sgt. Pepper taught the band to play
They've been going in and out of style
But they're guaranteed to raise a smile.
So may I introduce to you
The act you've known for all these years,
Sgt. Pepper's Lonely Hearts Club Band. 

We're Sgt. Pepper's Lonely Hearts Club Band,
We hope you will enjoy the show,
We're Sgt. Pepper's Lonely Hearts Club Band,
Sit back and let the evening go.
Sgt. Pepper's lonely, Sgt. Pepper's lonely,
Sgt. Pepper's Lonely Hearts Club Band.
It's wonderful to be here,
It's certainly a thrill.
You're such a lovely audience,
We'd like to take you home with us,
We'd love to take you home. 

I don't really want to stop the show,
But I thought that you might like to know,
That the singer's going to sing a song,
And he wants you all to sing along.
So let me introduce to you
The one and only Billy Shears
And Sgt. Pepper's Lonely Hearts Club Band. 

Billy Shears</pre>",Sgt. Pepper's Lonely Hearts Club Band [Mono Version],http://www.lyrics.net/lyric/17547840,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Let me tell you how it will be
There's one for you, nineteen for me
Cause I'm the taxman, yeah, I'm the taxman

Should five per cent appear too small
Be thankful I don't take it all
Cause I'm the taxman, yeah I'm the taxman

If you drive a car, I'll tax the street,
If you try to sit, I'll tax your seat.
If you get too cold I'll tax the heat,
If you take a walk, I'll tax your feet.

Don't ask me what I want it for
If you don't want to pay some more
Cause I'm the taxman, yeah, I'm the taxman

Now my advice for those who die
Declare the pennies on your eyes
Cause I'm the taxman, yeah, I'm the taxman
And you're working for no one but me.</pre>",Taxman [Mono Version],http://www.lyrics.net/lyric/17547826,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Let me take you down, 'cause I'm going to Strawberry Fields.
Nothing is real and nothing to get hung about.
Strawberry Fields forever.

Living is easy with eyes closed, misunderstanding all you see.
It's getting hard to be someone but it all works out, it doesn't matter much to me.
Let me take you down, 'cause I'm going to Strawberry Fields.
Nothing is real and nothing to get hung about.
Strawberry Fields forever.

No one I think is in my tree, I mean it must be high or low.
That is you can't you know tune in but it's all right, that is I think it's not too bad.
Let me take you down, 'cause I'm going to Strawberry Fields.
Nothing is real and nothing to get hung about.
Strawberry Fields forever.

Always, no sometimes, think it's me, but you know I know when it's a dream.
I think I know I mean a 'Yes' but it's all wrong, that is I think I disagree.
Let me take you down, 'cause I'm going to Strawberry Fields.
Nothing is real and nothing to get hung about.
Strawberry Fields forever.
Strawberry Fields forever
Strawberry Fields forever.</pre>",Strawberry Fields Forever [Mono Version],http://www.lyrics.net/lyric/17547860,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">We're Sergeant Pepper's Lonely Hearts Club Band
We hope you have enjoyed the show
Sergeant Pepper's Lonely Hearts Club Band
We're sorry but it's time to go.
Sergeant Pepper's lonely.
Sergeant Pepper's lonely.
Sergeant Pepper's lonely.
Sergeant Pepper's lonely.
Sergeant Pepper's Lonely Hearts Club Band
We'd like to thank you once again
Sergeant Pepper's one and only Lonely Hearts Club Band
It's getting very near the end
Sergeant Pepper's lonely
Sergeant Pepper's lonely
Sergeant Pepper's Lonely Hearts Club Band.</pre>",Sgt. Pepper's Lonely Hearts Club Band (Reprise) [Mono Version],http://www.lyrics.net/lyric/17547851,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Sie liebt dich, yeah yeah yeah 
Sie liebt dich, yeah yeah yeah 
Sie liebt dich, yeah yeah yeah 
Yeah

do glaubst sie liebt nur mich 
Gestern hab´ ich sie gesehen 
Sie denkt ja nur an dich 
Und do solltest zu ihr gehen 

O ja sie liebt dich 
Schöner kann es gar nicht sein 
Ja sie liebt dich 
Und da solltest do dich freuen 

do hast ihr weh getan 
Sie wusste nicht warum 
do warst nicht schuld daran 
Und drehtest dich nicht um 

O ja sie liebt dich 
Schöner kann es gar nicht sein 
Ja sie liebt dich 
Und da solltest do dich freuen 
Ooo!

Sie liebt dich, yeah yeah yeah 
Sie liebt dich, yeah yeah yeah 
Denn mit dir allein 
kann sie nur glücklich sein 

do musst jetzt zu ihr gehen 
Entschuldig dich bei ihr 
Ja das wird sie verstehen 
Und dann verzeiht sie dir 

O ja sie liebt dich 
Schöner kann es gar nicht sein 
Ja sie liebt dich 
Und da solltest do dich freuen 
Ooo!

Sie liebt dich, yeah yeah yeah 
Sie liebt dich, yeah yeah yeah 
Denn mit dir allein
kann sie nur glücklich sein 
Denn mit dir allein 
kann sie nur glücklich sein 
Denn mit dir allein 
kann sie nur glücklich sein 

Yeah yeah yeah 
Yeah yeah yeah 
Yeah yeah yeah 
Yeah</pre>",Sie Liebt Dich [Mono Version],http://www.lyrics.net/lyric/17547902,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Well I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Of I won't know where I am

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man 
That's the end little girl

Well I know that I'm a wicked guy
And I was born with a jealous mind
And I can't spend my whole life
Trying just to make you toe the line

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man 
That's the end little girl

Let this be a sermon
I mean everything I've said
Baby, I'm determined
And I'd rather see you dead

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end little girl

I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Of I won't know where I am

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end little girl
Na, na, na
Na, na, na
Na, na, na
Na, na, na</pre>",Run for Your Life [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547825,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Well I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Of I won't know where I am

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man 
That's the end'a little girl

Well I know that I'm a wicked guy
And I was born with a jealous mind
And I can't spend my whole life
Trying just to make you toe the line

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man 
That's the end'a little girl

Let this be a sermon
I mean everything I've said
Baby, I'm determined
And I'd rather see you dead

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end'a little girl

I'd rather see you dead, little girl
Than to be with another man
You better keep your head, little girl
Of I won't know where I am

You better run for your life if you can, little girl
Hide your head in the sand little girl
Catch you with another man
That's the end'a little girl
Na, na, na
Na, na, na
Na, na, na
Na, na, na</pre>",Run for Your Life [Mono Version],http://www.lyrics.net/lyric/17547811,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Number nine, number nine 
Number nine, number nine...</pre>",Revolution 9 [Mono Version],http://www.lyrics.net/lyric/17547892,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">You say you want a revolution
Well you know
we all want to change the world
You tell me that it's evolution
Well you know
We all want to change the world
But when you talk about destruction
Don't you know you can count me out
Don't you know it's gonna be alright
Alright alright

You say you got a real solution
Well you know
we'd all love to see the plan
You ask me for a contribution
Well you know
We're doing what we can
But when you want money for people with minds that hate
All I can tell you is brother you have to wait
Don't you know it's gonna be alright
Alright alright

You say you'll change the constitution
Well you know
we all want to change your head
You tell me it's the institution
Well you know
You better free your mind instead
But if you go carrying pictures of Chairman Mao
You ain't going to make it with anyone anyhow
Don't you know know it's gonna be alright
Alright slright</pre>",Revolution 1 [Mono Version],http://www.lyrics.net/lyric/17547888,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah, yeah

You think you lost your love,
When I saw her yesterday.
It's you she's thinking of
And she told me what to say.
She says she loves you
And you know that can't be bad.
Yes, she loves you
And you know you should be glad. Ooh!

She said you hurt her so
She almost lost her mind.
She said to let you know
You're not the hurting kind.
She says she loves you
And you know that can't be bad.
Yes, she loves you
And you know you should be glad. Ooh!

She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
And with a love like that
You know you should be glad.

And now it's up to you,
I think it's only fair,
Pride can hurt you, too,
Apologize to her
Because she loves you
And you know that can't be bad.
Yes, she loves you
And you know you should be glad. Ooh!

She loves you, yeah, yeah, yeah
She loves you, yeah, yeah, yeah
And with a love like that
You know you should be glad.
With a love like that
You know you should be glad.
With a love like that, 
You know you sho-o-ould
Be Glad!
Yeah, yeah, yeah. 
Yeah, yeah, yeah Ye-ah.</pre>",She Loves You [Mono Version],http://www.lyrics.net/lyric/17547897,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Wednesday morning at five o'clock as the day begins
Silently closing her bedroom door
Leaving the note that she hope would say more
She goes downstairs to the kitchen clutching her handkerchief
Quietly turning the backdoor key
Stepping outside she is free

She (We gave her most of our lives)
Is leaving (Sacrificed most of our lives)
Home (We gave her everything money could buy)
She's leaving home after living alone for so many years. Bye, bye

Father snores as his wife gets into the dressing gown
Picks up the letter that's lying there
Standing alone at the top of the stairs 
She breaks down and cries to her husband
Daddy, our baby's gone
Why would she treat us so thoughtlessly
How could she do this to me

She (We never thought of ourselves)
Is leaving (Never a thought for ourselves)
Home (We gave her everything money could buy)
She's leaving home after living alone for so many years. Bye, bye

Friday morning at nine o'clock she is far away
Waiting to keep the appointment she made
Meeting a man from a motor trade

She (What did we do that was wrong)
Is having (We didn't know it was wrong)
Fun (Fun is the one thing that money can't buy)

Something inside that was always denied for so many years
She's leaving home, bye, bye.</pre>",She's Leaving Home [Mono Version],http://www.lyrics.net/lyric/17547845,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">You say you want a revolution
Well you know
We all want to change the world
You tell me that it's evolution
Well you know
We all want to change the world
But when you talk about destruction
Don't you know you can count me out
Don't you know it's gonna be alright?
Alright?
Alright?

You say you got a real solution
Well you know
We'd all love to see the plan
You ask me for a contribution
Well you know
We're doing what we can
But when you want money for people with minds that hate
All I can tell you is brother you have to wait
Don't you know it's gonna be alright?
Alright? 
Alright?

You say you'll change the constitution
Well you know
We all want to change your head
You tell me it's the institution
Well you know
You better free your mind instead
But if you go carrying pictures of Chairman Mao
You ain't going to make it with anyone anyhow
Don't you know know it's gonna be alright?
Alright? 
Alright? 

Alright!</pre>",Revolution [2009 Digital Remaster][Version],http://www.lyrics.net/lyric/17547919,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Now somewhere in the black mountain hills of Dakota
There lived a young boy named Rocky Raccoon
And one day his woman ran off with another guy
Hit young Rocky in the eye Rocky didn't like that
He said I'm gonna get that boy
So one day he walked into town
Booked himself a room in the local saloon.

Rocky Raccoon checked into his room
Only to find Gideon's bible
Rocky had come equipped with a gun
To shoot off the legs of his rival
His rival it seems had broken his dreams
By stealing the girl of his fancy.
Her name was Magil and she called herself Lil
But everyone knew her as Nancy.
Now she and her man who called himself Dan
Were in the next room at the hoe down
Rocky burst in and grinning a grin
He said Danny boy this is a showdown
But Daniel was hot-he drew first and shot
And Rocky collapsed in the corner.

Now the doctor came in stinking of gin
And proceeded to lie on the table
He said Rocky you met your match
And Rocky said, Doc it's only a scratch
And I'll be better I'll be better doc as soon as I am able.

Now Rocky Raccoon he fell back in his room
Only to find Gideon's bible
Gideon checked out and he left it no doubt
To help with good Rocky's revival.</pre>",Rocky Raccoon [Mono Version],http://www.lyrics.net/lyric/17547876,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Sexy Sadie what have you done
You made a fool of everyone
You made a fool of everyone
Sexy Sadie ooh what have you done.

Sexy Sadie you broke the rules
You laid it down for all to see
You laid it down for all to see
Sexy Sadie oooh you broke the rules.

One sunny day the world was waiting for a lover
She came along to turn on everyone 
Sexy Sadie the greatest of them all.

Sexy Sadie how did you know
The world was waiting just for you
The world was waiting just for you
Sexy Sadie oooh how did you know.

Sexy Sadie you'll get yours yet
However big you think you are
However big you think you are
Sexy Sadie oooh you'll get yours yet.

We gave her everything we owned just to sit at her table
Just a smile would lighten everything
Sexy Sadie she's the latest and the greatest of them all.

She made a fool of everyone
Sexy Sadie.

However big you think you are 
Sexy Sadie.</pre>",Sexy Sadie [Mono Version],http://www.lyrics.net/lyric/17547885,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">If you're listening to this song
You may think the chords are going wrong
But they're not;
He just wrote it like that.
It doesn't really matter what chords I play
What words I say or time of day it is
As it's only a Northern song
It doesn't really matter what clothes I wear
Or how I fare or if my hair is brown
When it's only a Northern song.
When you're listening late at night
You may think the band are not quite right
But they are, they just play it like that
It doesn't really matter what chords I play
What words I say or time of day it is
As it's only a Northern song.
It doesn't really matter what clothes I wear
Or how I fare or if my hair is brown
When it's only a Northern song.
If you think the harmony
Is a little dark and out of key
You're correct, there's nobody there.
It doesn't really matter what chords I play
What words I say or time of day it is
And I told you there's no one there.</pre>",Only a Northern Song [Mono Version],http://www.lyrics.net/lyric/17547920,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">If the rain comes they run and hide their heads.
They might as well be dead.
If the rain comes, if the rain comes.
When the sun shines they slip into the shade
(When the sun shines down.)
And drink their lemonade.
(When the sun shines down.)
When the sun shines, when the sun shines.
Rain, I don't mind.
Shine, the weather's fine.
I can show you that when it starts to rain,
(When the sun shines down.)
Everything's the same.
(When the sun shines down.)
I can show you, I can show you.
Rain, I don't mind.
Shine, the weather's fine.
Can you hear me, that when it rains and shines,
(When the sun shines down.)
It's just a state of mind?
(When the sun shines down.)
Can you hear me, can you hear me?
If the rain comes they run and hide their heads.
Sdaeh rieht edih dna nur yeht semoc niar eht fI.
(Rain)
NaiR.
(Rain)
EnihsnuS.</pre>",Rain [Mono Version],http://www.lyrics.net/lyric/17547915,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">Last night I said these words to my girl,
I know you never even try, girl,
C'mon
Please please me, whoa yeah, like I please you.

You don't need me to show the way, love.
Why do I always have to say ""love,""
C'mon
Please please me, whoa yeah, like I please you.

I don't want to sound complainin',
But you know there's always rain in my heart (in my heart).
I do all the pleasin' with you, it's so hard to reason
With you, whoah yeah, why do you make me blue.

Last night I said these words to my girl,
I know you never even try, girl,
C'mon
Please please me, whoa yeah, like I please you.</pre>",Please Please Me [Mono Version],http://www.lyrics.net/lyric/17547721,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">In Penny Lane there is a barber showing photographs
Of every head he's had the pleasure to know.
And all the people that come and go
Stop and say hello.

On the corner is a banker with a motorcar,
The little children laugh at him behind his back.
And the banker never wears a mack
In the pouring rain, very strange.

Penny Lane is in my ears and in my eyes.
There beneath the blue suburban skies
I sit, and meanwhile back

In penny Lane there is a fireman with an hourglass
And in his pocket is a portrait of the Queen.
He likes to keep his fire engine clean,
It's a clean machine.

Penny Lane is in my ears and in my eyes.
A four of fish and finger pies
In summer, meanwhile back

Behind the shelter in the middle of a roundabout
The pretty nurse is selling poppies from a tray
And tho' she feels as if she's in a play
She is anyway.

In Penny Lane the barber shaves another customer,
We see the banker sitting waiting for a trim.
And then the fireman rushes in
From the pouring rain, very strange.

Penny lane is in my ears and in my eyes.
There beneath the blue suburban skies
I sit, and meanwhile back.
Penny lane is in my ears and in my eyes.
There beneath the blue suburban skies,
Penny Lane.</pre>",Penny Lane [Mono Version],http://www.lyrics.net/lyric/17547861,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">He's a real Nowhere Man,
Sitting in his nowhere land,
Making all his nowhere plans
For nobody.

Doesn't have a point of view,
Knows not where he's going to,
Isn't he a bit like you and me?
Nowhere Man, please listen,
You don't know what you're missing,
Nowhere Man, the world is at your command.

He's as blind as he can be,
Just sees what he wants to see,
Nowhere Man can you see me at all?
Doesn't have a point of view,
Knows not where he's going to,
Isn't he a bit like you and me?
Nowhere Man, don't worry,
Take your time, don't hurry,
Leave it all till somebody else
Lend you a hand.

He's a real Nowhere Man,
Sitting in his nowhere land,
Making all his nowhere plans
For nobody.</pre>",Nowhere Man [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547815,The Beatles,lyricsnet,
"<pre id=""lyric-body-text"" class=""lyric-body"" dir=""ltr"" data-lang=""en"">We said our goodbyes, ah, the night before.
Love was in your eyes, ah, the night before.
Now today I find you have changed your mind.
Treat me like you did the night before.

Were you telling lies, ah, the night before?
Was I so unwise, ah, the night before?
When I held you near you were so sincere.
Treat me like you did the night before.

Last night is a night I will remember you by.
When I think of things we did it makes me want to cry.

We said our goodbye, ah, the night before.
Love was in your eyes, ah, the night before.
Now today I find you have changed your mind.
Treat me like you did the night before.

When I held you near you were so sincere.
Treat me like you did the night before.

Last night is a night I will remember you by.
When I think of things we did it makes me want to cry.

Were you telling lies, ah, the night before?
Was I so unwise, ah, the night before?
When I held you near you were so sincere.
Treat me like you did the night before,
Like the night before.</pre>",The Night Before [Original 1965 Stereo Mix] [Version],http://www.lyrics.net/lyric/17547785,The Beatles,lyricsnet,
